cohort ;user  ;time_year ;time_month ;subscription ;content ;genres ;recency_new ;bounce
     1 ; 3808 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,5         ;0,5
     1 ; 3809 ;     2018 ;         4 ;           1 ;      3 ;     2 ;1           ;1
     1 ; 3810 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;0
     1 ; 3810 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,3333      ;1
     1 ; 3811 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3811 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0,3333
     1 ; 3812 ;     2018 ;         4 ;           1 ;      6 ;     3 ;0,25        ;0,625
     1 ; 3813 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0,4         ;0,6
     1 ; 3814 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3814 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,5
     1 ; 3815 ;     2018 ;         4 ;           1 ;      6 ;     2 ;0,375       ;0,125
     1 ; 3816 ;     2018 ;         4 ;           1 ;      2 ;     2 ;1           ;0,5
     1 ; 3817 ;     2018 ;         4 ;           1 ;      6 ;     4 ;0,1667      ;0,8333
     1 ; 3818 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,25        ;0
     1 ; 3818 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0,3333      ;0
     1 ; 3819 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3819 ;     2018 ;         5 ;           1 ;        ;       ;            ;
     1 ; 3819 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3820 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,6667      ;0,6667
     1 ; 3820 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0,6667
     1 ; 3821 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0,4
     1 ; 3821 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     1 ; 3822 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,5         ;0,5
     1 ; 3822 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,3333      ;0,3333
     1 ; 3823 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3823 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3824 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0           ;0,6667
     1 ; 3824 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3825 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3825 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,5         ;0,3333
     1 ; 3826 ;     2018 ;         4 ;           1 ;      2 ;     2 ;1           ;0,5
     1 ; 3826 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,125       ;0,375
     1 ; 3827 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3827 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0           ;0,0625
     1 ; 3827 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3828 ;     2018 ;         4 ;           1 ;     11 ;     1 ;0,4545      ;0,5455
     1 ; 3829 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,3333      ;0
     1 ; 3830 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3830 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,1667      ;0,3333
     1 ; 3831 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0,6667      ;0,3333
     1 ; 3831 ;     2018 ;         5 ;           1 ;        ;       ;            ;
     1 ; 3831 ;     2018 ;         6 ;           1 ;      3 ;     1 ;0,75        ;0
     1 ; 3832 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,2         ;0,6
     1 ; 3833 ;     2018 ;         4 ;           1 ;      2 ;     2 ;1           ;0
     1 ; 3833 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,125       ;0
     1 ; 3834 ;     2018 ;         4 ;           1 ;      6 ;     4 ;0,6667      ;0,8333
     1 ; 3835 ;     2018 ;         4 ;           1 ;      8 ;     2 ;0,4444      ;0
     1 ; 3835 ;     2018 ;         5 ;           1 ;     32 ;     3 ;0,3947      ;0
     1 ; 3836 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0           ;0,25
     1 ; 3837 ;     2018 ;         4 ;           1 ;      6 ;     3 ;0,2222      ;0,6667
     1 ; 3837 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3838 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,6667      ;0,6667
     1 ; 3838 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0,5         ;0,5
     1 ; 3839 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3839 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0
     1 ; 3840 ;     2018 ;         4 ;           1 ;     10 ;     4 ;0,3846      ;0,7692
     1 ; 3841 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,6667      ;0,3333
     1 ; 3842 ;     2018 ;         4 ;           1 ;      4 ;     2 ;0           ;0,8
     1 ; 3843 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3843 ;     2018 ;         5 ;           1 ;      2 ;     1 ;1           ;0
     1 ; 3843 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0,6667      ;0
     1 ; 3844 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0           ;0,8333
     1 ; 3845 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3845 ;     2018 ;         5 ;           1 ;      2 ;     1 ;1           ;0,5
     1 ; 3846 ;     2018 ;         4 ;           1 ;      3 ;     3 ;0,2         ;0,4
     1 ; 3847 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0           ;0,625
     1 ; 3848 ;     2018 ;         4 ;           1 ;      6 ;     5 ;0,25        ;0,625
     1 ; 3848 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3849 ;     2018 ;         4 ;           1 ;      7 ;     3 ;0,5556      ;0
     1 ; 3850 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0,75
     1 ; 3851 ;     2018 ;         4 ;           1 ;      8 ;     3 ;0,1875      ;0,625
     1 ; 3851 ;     2018 ;         5 ;           1 ;     12 ;     3 ;0,1429      ;0,7857
     1 ; 3852 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0,5
     1 ; 3853 ;     2018 ;         4 ;           1 ;      2 ;     1 ;1           ;0
     1 ; 3853 ;     2018 ;         5 ;           1 ;      5 ;     3 ;0,6667      ;0,3333
     1 ; 3854 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0
     1 ; 3854 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0
     1 ; 3855 ;     2018 ;         4 ;           1 ;      7 ;     3 ;0,2         ;0,5
     1 ; 3856 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3856 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3857 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3857 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,5
     1 ; 3858 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,6667      ;0,3333
     1 ; 3859 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0,1429      ;0,1429
     1 ; 3859 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,25        ;0,75
     1 ; 3860 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0           ;0,6667
     1 ; 3861 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3861 ;     2018 ;         5 ;           1 ;      7 ;     2 ;0,8182      ;0
     1 ; 3862 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,25        ;0
     1 ; 3863 ;     2018 ;         4 ;           1 ;      3 ;     3 ;0,5         ;0,25
     1 ; 3864 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0           ;0,5
     1 ; 3864 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0           ;0,5
     1 ; 3865 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3865 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0,5
     1 ; 3866 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0,5
     1 ; 3867 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,1667      ;0,6667
     1 ; 3868 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,75        ;0,25
     1 ; 3868 ;     2018 ;         5 ;           1 ;     10 ;     2 ;0,4167      ;0,5
     1 ; 3869 ;     2018 ;         4 ;           1 ;      5 ;     3 ;0,5         ;0
     1 ; 3870 ;     2018 ;         4 ;           1 ;      7 ;     5 ;0,75        ;0
     1 ; 3870 ;     2018 ;         5 ;           1 ;      7 ;     3 ;0,8889      ;0
     1 ; 3871 ;     2018 ;         4 ;           1 ;      7 ;     3 ;0,6364      ;0,6364
     1 ; 3872 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,6667      ;0,3333
     1 ; 3873 ;     2018 ;         4 ;           1 ;     50 ;     4 ;0,3125      ;0
     1 ; 3874 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0           ;0,3333
     1 ; 3875 ;     2018 ;         4 ;           1 ;      3 ;     3 ;0           ;0,6
     1 ; 3876 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,5         ;0,25
     1 ; 3876 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3877 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0           ;0
     1 ; 3877 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0,6
     1 ; 3878 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3878 ;     2018 ;         5 ;           1 ;     14 ;     3 ;0,1176      ;0,5882
     1 ; 3879 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;0
     1 ; 3879 ;     2018 ;         5 ;           1 ;      5 ;     3 ;0,8571      ;0,4286
     1 ; 3880 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0,6         ;0,4
     1 ; 3881 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,6667      ;0,6667
     1 ; 3881 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3882 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;0
     1 ; 3882 ;     2018 ;         5 ;           1 ;        ;       ;            ;
     1 ; 3882 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0           ;0
     1 ; 3883 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3883 ;     2018 ;         5 ;           1 ;      8 ;     3 ;0,3333      ;0,3333
     1 ; 3883 ;     2018 ;         6 ;           1 ;      5 ;     3 ;0,8571      ;0,4286
     1 ; 3884 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;0,3333
     1 ; 3884 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3885 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0,6667
     1 ; 3886 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,2         ;0,6
     1 ; 3887 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3887 ;     2018 ;         5 ;           1 ;      7 ;     2 ;0,5         ;0,625
     1 ; 3888 ;     2018 ;         4 ;           1 ;      5 ;     3 ;0           ;0,4
     1 ; 3888 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0,5         ;0,75
     1 ; 3888 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3889 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,8         ;0,6
     1 ; 3890 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0           ;0,4
     1 ; 3891 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,3333      ;0,6667
     1 ; 3891 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,6667
     1 ; 3892 ;     2018 ;         4 ;           1 ;      8 ;     3 ;0,5         ;0,4
     1 ; 3893 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;1
     1 ; 3893 ;     2018 ;         5 ;           1 ;      2 ;     2 ;1           ;1
     1 ; 3894 ;     2018 ;         4 ;           1 ;      4 ;     1 ;0           ;1
     1 ; 3894 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0           ;0,5
     1 ; 3895 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,6667      ;0,6667
     1 ; 3896 ;     2018 ;         4 ;           1 ;      6 ;     3 ;0,3333      ;0
     1 ; 3896 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0
     1 ; 3897 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0,2857      ;0,4286
     1 ; 3898 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3898 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0           ;0,3333
     1 ; 3899 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,6         ;0,6
     1 ; 3900 ;     2018 ;         4 ;           1 ;      2 ;     1 ;1           ;0
     1 ; 3900 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,5         ;0,75
     1 ; 3901 ;     2018 ;         4 ;           1 ;      9 ;     1 ;0,3333      ;0,4167
     1 ; 3902 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0           ;0,25
     1 ; 3903 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0,5         ;0,375
     1 ; 3903 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;1
     1 ; 3904 ;     2018 ;         4 ;           1 ;      3 ;     2 ;1           ;1
     1 ; 3905 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3905 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,5714      ;0,4286
     1 ; 3906 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     1 ; 3906 ;     2018 ;         5 ;           1 ;      8 ;     2 ;0           ;0,5556
     1 ; 3907 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0,25        ;0
     1 ; 3907 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,3333      ;0,3333
     2 ; 3908 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0,4
     2 ; 3909 ;     2018 ;         5 ;           1 ;      2 ;     2 ;1           ;0
     2 ; 3909 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0,5         ;0
     2 ; 3910 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;1
     2 ; 3910 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3911 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0           ;1
     2 ; 3912 ;     2018 ;         5 ;           1 ;      6 ;     1 ;0,7143      ;0,4286
     2 ; 3913 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,4         ;0,6
     2 ; 3914 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3914 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0,5         ;0
     2 ; 3915 ;     2018 ;         5 ;           1 ;      8 ;     1 ;0,2         ;0,5
     2 ; 3916 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,6667      ;1
     2 ; 3917 ;     2018 ;         5 ;           1 ;      2 ;     1 ;1           ;0
     2 ; 3917 ;     2018 ;         6 ;           1 ;      3 ;     2 ;0           ;1
     2 ; 3918 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;1
     2 ; 3918 ;     2018 ;         6 ;           1 ;      3 ;     1 ;0,8         ;0,4
     2 ; 3919 ;     2018 ;         5 ;           1 ;      6 ;     2 ;0,5         ;0,125
     2 ; 3919 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3920 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0,3333      ;0,6667
     2 ; 3921 ;     2018 ;         5 ;           1 ;      6 ;     4 ;0,7143      ;0,2857
     2 ; 3921 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;1
     2 ; 3922 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,6         ;0,2
     2 ; 3923 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0
     2 ; 3923 ;     2018 ;         6 ;           1 ;      5 ;     1 ;0           ;0,7273
     2 ; 3924 ;     2018 ;         5 ;           1 ;      6 ;     2 ;0,1818      ;0,7273
     2 ; 3924 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3925 ;     2018 ;         5 ;           1 ;      7 ;     3 ;0,5455      ;0,7273
     2 ; 3926 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0,5         ;0,5
     2 ; 3926 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3927 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3927 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0           ;0
     2 ; 3928 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3928 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3929 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0,6667
     2 ; 3929 ;     2018 ;         6 ;           1 ;      6 ;     3 ;0           ;0,5714
     2 ; 3930 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,3333      ;0,4444
     2 ; 3931 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3931 ;     2018 ;         6 ;           1 ;      6 ;     2 ;0,6667      ;0,3333
     2 ; 3932 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,5         ;0,5
     2 ; 3932 ;     2018 ;         6 ;           1 ;      2 ;     1 ;0           ;1
     2 ; 3933 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,6667      ;0,5
     2 ; 3934 ;     2018 ;         5 ;           1 ;      5 ;     3 ;0,8333      ;0,5
     2 ; 3934 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0,5
     2 ; 3935 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,8         ;0,6
     2 ; 3936 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0           ;0,2
     2 ; 3936 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3937 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0           ;0
     2 ; 3938 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0,5
     2 ; 3938 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3939 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,6         ;0,8
     2 ; 3940 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,5         ;0
     2 ; 3940 ;     2018 ;         6 ;           1 ;      2 ;     1 ;0,5         ;0
     2 ; 3941 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,5714      ;0,4286
     2 ; 3941 ;     2018 ;         6 ;           1 ;      4 ;     2 ;0,25        ;1
     2 ; 3942 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,6667
     2 ; 3943 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0,3333      ;1
     2 ; 3944 ;     2018 ;         5 ;           1 ;      4 ;     3 ;0,1667      ;0,5
     2 ; 3945 ;     2018 ;         5 ;           1 ;      8 ;     3 ;0,3         ;0,6
     2 ; 3945 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3946 ;     2018 ;         5 ;           1 ;      2 ;     1 ;1           ;0
     2 ; 3947 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3947 ;     2018 ;         6 ;           1 ;      4 ;     2 ;0           ;0
     2 ; 3948 ;     2018 ;         5 ;           1 ;      5 ;     4 ;0           ;0,4
     2 ; 3949 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0           ;0
     2 ; 3950 ;     2018 ;         5 ;           1 ;      2 ;     2 ;1           ;0,3333
     2 ; 3950 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3951 ;     2018 ;         5 ;           1 ;      5 ;     4 ;0,1667      ;0,6667
     2 ; 3952 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,6667      ;0,6667
     2 ; 3953 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0,5         ;0,6667
     2 ; 3954 ;     2018 ;         5 ;           1 ;      7 ;     2 ;0,3         ;0
     2 ; 3955 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3955 ;     2018 ;         6 ;           1 ;      2 ;     1 ;1           ;0
     2 ; 3956 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0,5
     2 ; 3956 ;     2018 ;         6 ;           1 ;      5 ;     1 ;0           ;0,4
     2 ; 3957 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,6667
     2 ; 3957 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0,5         ;0,5
     2 ; 3958 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,5714      ;0,4286
     2 ; 3959 ;     2018 ;         5 ;           1 ;      6 ;     2 ;0,3636      ;0,4545
     2 ; 3959 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3960 ;     2018 ;         5 ;           1 ;      5 ;     4 ;0,7273      ;0,3636
     2 ; 3961 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0
     2 ; 3961 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3962 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,7143      ;0,5714
     2 ; 3962 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0,8         ;0,6
     2 ; 3963 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0           ;0,6
     2 ; 3964 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,25        ;0,5
     2 ; 3965 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,3333      ;0
     2 ; 3966 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,4286      ;0,7143
     2 ; 3966 ;     2018 ;         6 ;           1 ;      4 ;     1 ;0,25        ;0,75
     2 ; 3967 ;     2018 ;         5 ;           1 ;     14 ;     3 ;0,3333      ;0,5
     2 ; 3967 ;     2018 ;         6 ;           1 ;      2 ;     1 ;0           ;0,6667
     2 ; 3968 ;     2018 ;         5 ;           1 ;      7 ;     3 ;0,3571      ;0
     2 ; 3968 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3969 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0,3333      ;0
     2 ; 3969 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3970 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3970 ;     2018 ;         6 ;           1 ;      3 ;     3 ;0,25        ;0,5
     2 ; 3971 ;     2018 ;         5 ;           1 ;      2 ;     2 ;0,1667      ;0
     2 ; 3971 ;     2018 ;         6 ;           1 ;      4 ;     2 ;0,1667      ;0
     2 ; 3972 ;     2018 ;         5 ;           1 ;      6 ;     3 ;0,3333      ;0,3333
     2 ; 3973 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3973 ;     2018 ;         6 ;           1 ;      3 ;     1 ;0,25        ;0
     2 ; 3974 ;     2018 ;         5 ;           1 ;      4 ;     3 ;0,2         ;0
     2 ; 3975 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,4         ;0,2
     2 ; 3976 ;     2018 ;         5 ;           1 ;      3 ;     1 ;0,3333      ;0,3333
     2 ; 3977 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0           ;0,6667
     2 ; 3978 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3978 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0,5
     2 ; 3979 ;     2018 ;         5 ;           1 ;      7 ;     2 ;0,2222      ;0,4444
     2 ; 3980 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,6667      ;1
     2 ; 3981 ;     2018 ;         5 ;           1 ;      3 ;     2 ;0,0909      ;0,7273
     2 ; 3982 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0,6667
     2 ; 3982 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0           ;0,3333
     2 ; 3983 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0,6667
     2 ; 3983 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;1
     2 ; 3984 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0,6667      ;0,6667
     2 ; 3985 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;1
     2 ; 3985 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;1
     2 ; 3986 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0,6667
     2 ; 3986 ;     2018 ;         6 ;           1 ;      2 ;     1 ;1           ;0
     2 ; 3987 ;     2018 ;         5 ;           1 ;      9 ;     2 ;0,0909      ;0,6364
     2 ; 3987 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3988 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3988 ;     2018 ;         6 ;           1 ;      3 ;     3 ;0,3333      ;0
     2 ; 3989 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3989 ;     2018 ;         6 ;           1 ;      4 ;     2 ;0           ;0,75
     2 ; 3990 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0,3333      ;0,3333
     2 ; 3990 ;     2018 ;         6 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3991 ;     2018 ;         5 ;           1 ;      3 ;     3 ;0,25        ;0
     2 ; 3992 ;     2018 ;         5 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3992 ;     2018 ;         6 ;           1 ;        ;       ;            ;
     2 ; 3992 ;     2018 ;         7 ;           1 ;      1 ;     1 ;0           ;0
     2 ; 3993 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;1
     2 ; 3993 ;     2018 ;         6 ;           1 ;      5 ;     4 ;0,4         ;0,4
     2 ; 3994 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,4         ;0,6
     2 ; 3994 ;     2018 ;         6 ;           1 ;      4 ;     1 ;0,6667      ;1
     2 ; 3995 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,6667      ;0,3333
     2 ; 3996 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;1
     2 ; 3996 ;     2018 ;         6 ;           1 ;      2 ;     2 ;0           ;0
     2 ; 3997 ;     2018 ;         5 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3997 ;     2018 ;         6 ;           1 ;     11 ;     3 ;0,5714      ;0
     2 ; 3998 ;     2018 ;         5 ;           1 ;      4 ;     2 ;0,25        ;0,75
     2 ; 3998 ;     2018 ;         6 ;           1 ;      1 ;     1 ;1           ;0
     2 ; 3999 ;     2018 ;         5 ;           1 ;     21 ;     3 ;0,32        ;0,76
     2 ; 4000 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,6667      ;0,3333
     2 ; 4001 ;     2018 ;         5 ;           1 ;      4 ;     3 ;0,8         ;0
